Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/21/2024,06/23/2024,USPS PO 4006880100,Shopping,Sale,-7.89,
06/21/2024,06/23/2024,SAFEWAY #1073,Groceries,Sale,-34.93,
06/18/2024,06/20/2024,TRADER JOE S #141,Groceries,Sale,-4.78,
06/16/2024,06/17/2024,CHIPOTLE 0512,Food & Drink,Sale,-20.90,
06/16/2024,06/17/2024,TJMAXX #0343,Shopping,Sale,-37.96,
06/16/2024,06/17/2024,JACK IN THE BOX 7118,Food & Drink,Sale,-29.30,
06/15/2024,06/16/2024,DONUT KING,Food & Drink,Sale,-11.99,
06/15/2024,06/16/2024,FRED-MEYER #0035,Groceries,Sale,-49.80,
06/13/2024,06/14/2024,EL DORADO IRRIGATION DIS,Bills & Utilities,Sale,-125.57,
06/12/2024,06/13/2024,AMZN Mktp US,Shopping,Return,28.44,
06/09/2024,06/13/2024,XIN DING DUMPLING HOUSE,Food & Drink,Sale,-50.85,
06/10/2024,06/11/2024,PORTLAND GENERAL ELECTRIC,Bills & Utilities,Sale,-53.78,
06/10/2024,06/11/2024,EL DORADO IRRIGATION DIS,Bills & Utilities,Sale,-125.57,
06/10/2024,06/11/2024,USPS PO 4006880100,Shopping,Sale,-15.77,
06/09/2024,06/11/2024,FRED-MEYER #0482,Groceries,Sale,-219.97,
06/10/2024,06/11/2024,AMZN Mktp US*569OS06U3,Shopping,Sale,-6.59,
06/09/2024,06/11/2024,OTAKU IMPORT EXPORT,Shopping,Sale,-40.90,
06/07/2024,06/10/2024,MUD BAY BEAVERTON TOWN SQ,Shopping,Sale,-16.48,
06/08/2024,06/10/2024,ASIAN FOOD CENTER,Groceries,Sale,-50.64,
06/09/2024,06/10/2024,COSTCO WHSE #0009,Shopping,Sale,-147.93,
06/10/2024,06/10/2024,GNC.COM,Groceries,Sale,-204.69,
06/09/2024,06/10/2024,AMZN Mktp US*CR9YJ0GG3,Shopping,Sale,-28.44,
06/08/2024,06/09/2024,SQ *FRESHFISH POKE,Food & Drink,Sale,-18.70,
06/08/2024,06/09/2024,SQ *WE FEAST LLC,Food & Drink,Sale,-18.70,
06/08/2024,06/09/2024,COSTCO GAS #0009,Gas,Sale,-38.45,
06/08/2024,06/09/2024,COSTCO WHSE #0009,Shopping,Sale,-163.74,
06/08/2024,06/09/2024,BVD*BeenVerified.com,Bills & Utilities,Sale,-29.99,
06/07/2024,06/09/2024,QFC #5202,Groceries,Sale,-4.00,
06/07/2024,06/09/2024,FRED-MEYER #0035,Groceries,Sale,-18.77,
06/07/2024,06/09/2024,QFC #5202,Groceries,Sale,-5.65,
06/08/2024,06/09/2024,GMART - BEAVERTON,Groceries,Sale,-17.44,
06/07/2024,06/09/2024,THE UPS STORE 859,Personal,Sale,-3.50,
06/08/2024,06/09/2024,ROVER.COM* PET SVCS.,Personal,Sale,-168.72,
